# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   327.2      8.30094e-01      3.95471e-03      2.35457e-05
   327.3      8.55617e-01      3.75060e-03      2.20365e-05
   327.4      8.44464e-01      3.73209e-03      2.00903e-05
   327.5      8.17772e-01      3.78250e-03      1.88135e-05
   327.6      8.06647e-01      3.80110e-03      1.87016e-05
   327.7      8.54601e-01      3.61975e-03      1.97910e-05
   327.8      9.78141e-01      3.15129e-03      2.16450e-05
   327.9      1.12057e+00      2.65775e-03      2.25248e-05
   328.0      1.19405e+00      2.43715e-03      2.06513e-05
   328.1      1.18087e+00      2.59421e-03      1.80485e-05
   328.2      1.11317e+00      2.93129e-03      1.56297e-05
   328.3      1.03009e+00      3.33326e-03      1.41072e-05
   328.4      9.48077e-01      3.75694e-03      1.41200e-05
   328.5      8.71249e-01      4.13063e-03      1.48773e-05
   328.6      8.00364e-01      4.36107e-03      1.50443e-05
   328.7      7.30349e-01      4.41709e-03      1.48756e-05
   328.8      6.65647e-01      4.41830e-03      1.52873e-05
   328.9      6.09430e-01      4.36164e-03      1.51377e-05
   329.0      5.64102e-01      4.34732e-03      1.55426e-05
   329.1      5.26645e-01      4.32453e-03      1.54825e-05
   329.2      4.92423e-01      4.26477e-03      1.58693e-05
   329.3      4.62159e-01      4.13079e-03      1.57987e-05
   329.4      4.39244e-01      3.95217e-03      1.53564e-05
   329.5      4.26488e-01      3.76596e-03      1.52840e-05
   329.6      4.22423e-01      3.57275e-03      1.50528e-05
   329.7      4.19293e-01      3.42802e-03      1.51267e-05
   329.8      4.12532e-01      3.31158e-03      1.46047e-05
   329.9      4.04773e-01      3.20225e-03      1.37720e-05
   330.0      4.03074e-01      3.10388e-03      1.36931e-05
   330.1      4.25640e-01      3.00521e-03      1.44751e-05
   330.2      4.93119e-01      2.76764e-03      1.53088e-05
   330.3      5.85908e-01      2.45698e-03      1.59681e-05
   330.4      6.50625e-01      2.30346e-03      1.57909e-05
   330.5      6.62819e-01      2.36981e-03      1.45125e-05
   330.6      6.41959e-01      2.51225e-03      1.32519e-05
   330.7      6.10434e-01      2.60578e-03      1.24405e-05
   330.8      5.91169e-01      2.64738e-03      1.21135e-05
   330.9      6.09171e-01      2.62702e-03      1.32702e-05
   331.0      6.82007e-01      2.47984e-03      1.50966e-05
   331.1      7.52063e-01      2.28715e-03      1.50497e-05
   331.2      7.65560e-01      2.26891e-03      1.39091e-05
   331.3      7.28660e-01      2.37945e-03      1.26395e-05
   331.4      6.72348e-01      2.48603e-03      1.12943e-05
   331.5      6.14054e-01      2.58661e-03      1.02208e-05
   331.6      5.60440e-01      2.70908e-03      9.81531e-06
   331.7      5.13698e-01      2.83989e-03      1.00812e-05
   331.8      4.69172e-01      2.90117e-03      1.02960e-05
   331.9      4.27997e-01      2.87300e-03      9.83761e-06
   332.0      3.89559e-01      2.78766e-03      9.34572e-06
   332.1      3.55763e-01      2.67352e-03      8.86365e-06
   332.2      3.26578e-01      2.57155e-03      8.59745e-06
   332.3      3.03083e-01      2.51478e-03      8.76369e-06
   332.4      2.84684e-01      2.46143e-03      8.61306e-06
   332.5      2.69817e-01      2.40251e-03      8.39284e-06
   332.6      2.58776e-01      2.34891e-03      8.59310e-06
   332.7      2.53383e-01      2.24666e-03      8.26126e-06
   332.8      2.56914e-01      2.12189e-03      8.13690e-06
   332.9      2.68444e-01      2.01622e-03      8.78593e-06
   333.0      2.84588e-01      1.98777e-03      9.10956e-06
   333.1      2.99901e-01      2.07516e-03      9.15278e-06
   333.2      3.12530e-01      2.27057e-03      9.56533e-06
   333.3      3.18657e-01      2.38191e-03      9.85453e-06
   333.4      3.26060e-01      2.35434e-03      9.92808e-06
   333.5      3.57246e-01      2.17820e-03      1.03808e-05
   333.6      4.22668e-01      1.83974e-03      1.13856e-05
   333.7      4.94276e-01      1.54675e-03      1.18460e-05
   333.8      5.31027e-01      1.54387e-03      1.07832e-05
   333.9      5.31361e-01      1.80190e-03      1.00101e-05
   334.0      5.05785e-01      2.04102e-03      9.46578e-06
   334.1      4.67383e-01      2.17471e-03      9.08212e-06
   334.2      4.25355e-01      2.20844e-03      8.45425e-06
   334.3      3.85712e-01      2.23621e-03      8.53679e-06
   334.4      3.46511e-01      2.12769e-03      8.12498e-06
   334.5      3.14388e-01      2.15137e-03      9.82879e-06
   334.6      2.93301e-01      2.25805e-03      1.19734e-05
   334.7      2.74635e-01      2.14150e-03      1.10243e-05
   334.8      2.54336e-01      2.07522e-03      1.08682e-05
   334.9      2.32869e-01      1.97559e-03      1.02325e-05
   335.0      2.12688e-01      1.90349e-03      9.88661e-06
   335.1      1.93858e-01      1.80232e-03      9.24156e-06
   335.2      1.77961e-01      1.73504e-03      8.97995e-06
   335.3      1.64888e-01      1.67690e-03      8.71362e-06
   335.4      1.56430e-01      1.65319e-03      8.63701e-06
   335.5      1.51966e-01      1.65059e-03      8.67265e-06
   335.6      1.49677e-01      1.64806e-03      8.74636e-06
   335.7      1.47616e-01      1.62732e-03      8.73642e-06
   335.8      1.44019e-01      1.58584e-03      8.59287e-06
   335.9      1.39945e-01      1.56301e-03      8.66486e-06
   336.0      1.38237e-01      1.54392e-03      8.57485e-06
   336.1      1.43945e-01      1.60231e-03      8.91619e-06
   336.2      1.58441e-01      1.69791e-03      9.41753e-06
   336.3      1.80259e-01      1.74064e-03      1.01287e-05
   336.4      2.04506e-01      1.63628e-03      1.03521e-05
   336.5      2.22108e-01      1.51714e-03      1.05166e-05
   336.6      2.25985e-01      1.44319e-03      1.01959e-05
   336.7      2.20661e-01      1.43177e-03      9.79960e-06
   336.8      2.16335e-01      1.48419e-03      9.69380e-06
   336.9      2.19129e-01      1.56483e-03      9.68294e-06
   337.0      2.33944e-01      1.62078e-03      1.02287e-05
   337.1      2.67243e-01      1.48948e-03      1.04030e-05
   337.2      3.14422e-01      1.25421e-03      1.10339e-05
   337.3      3.40375e-01      1.02544e-03      1.03246e-05
   337.4      3.36821e-01      1.01714e-03      9.83238e-06
   337.5      3.16754e-01      1.04876e-03      8.63959e-06
   337.6      2.92547e-01      1.12078e-03      8.02596e-06
   337.7      2.67311e-01      1.17077e-03      7.36542e-06
   337.8      2.42380e-01      1.19486e-03      6.80266e-06
   337.9      2.19039e-01      1.21203e-03      6.60823e-06
   338.0      1.97334e-01      1.18989e-03      6.09666e-06
   338.1      1.77765e-01      1.17426e-03      5.89188e-06
   338.2      1.59941e-01      1.13431e-03      5.50684e-06
   338.3      1.44503e-01      1.11450e-03      5.45356e-06
   338.4      1.30969e-01      1.07394e-03      5.13052e-06
   338.5      1.20847e-01      1.07626e-03      5.24991e-06
   338.6      1.13711e-01      1.08721e-03      5.25051e-06
   338.7      1.09947e-01      1.13476e-03      5.55001e-06
   338.8      1.07615e-01      1.16893e-03      5.67369e-06
   338.9      1.05613e-01      1.19022e-03      5.75887e-06
   339.0      1.03379e-01      1.19475e-03      5.84232e-06
   339.1      1.00616e-01      1.17112e-03      5.79497e-06
   339.2      9.96409e-02      1.16577e-03      6.04328e-06
   339.3      1.03625e-01      1.19339e-03      6.36892e-06
   339.4      1.12785e-01      1.29856e-03      7.04755e-06
   339.5      1.20572e-01      1.40558e-03      7.53844e-06
   339.6      1.23273e-01      1.47375e-03      7.98508e-06
   339.7      1.21703e-01      1.45926e-03      8.02524e-06
   339.8      1.20384e-01      1.40784e-03      8.04152e-06
   339.9      1.24620e-01      1.30802e-03      7.90329e-06
   340.0      1.41770e-01      1.16944e-03      7.98623e-06
   340.1      1.67434e-01      1.02456e-03      8.15832e-06
   340.2      1.85207e-01      9.47859e-04      8.11898e-06
   340.3      1.86758e-01      9.51993e-04      7.78323e-06
   340.4      1.77675e-01      9.60420e-04      7.16533e-06
   340.5      1.64441e-01      9.71820e-04      6.79097e-06
   340.6      1.49474e-01      9.43254e-04      6.07160e-06
   340.7      1.35036e-01      9.25732e-04      5.74513e-06
   340.8      1.21484e-01      8.76492e-04      5.08490e-06
   340.9      1.09612e-01      8.53326e-04      4.87299e-06
   341.0      9.88366e-02      8.18377e-04      4.58384e-06
   341.1      8.96073e-02      7.87693e-04      4.32734e-06
   341.2      8.14692e-02      7.55536e-04      4.09295e-06
   341.3      7.45729e-02      7.29687e-04      3.96619e-06
   341.4      6.88639e-02      7.08292e-04      3.86746e-06
   341.5      6.38066e-02      6.79935e-04      3.66926e-06
   341.6      5.98382e-02      6.67109e-04      3.65775e-06
   341.7      5.66828e-02      6.52323e-04      3.61012e-06
   341.8      5.48479e-02      6.60489e-04      3.78396e-06
   341.9      5.42062e-02      6.66292e-04      3.81355e-06
   342.0      5.58510e-02      7.18250e-04      4.11869e-06
   342.1      5.80215e-02      7.73739e-04      4.34670e-06
   342.2      5.84279e-02      8.03101e-04      4.47322e-06
   342.3      5.64947e-02      7.95804e-04      4.44642e-06
   342.4      5.38116e-02      7.75843e-04      4.37424e-06
   342.5      5.14918e-02      7.57014e-04      4.33708e-06
   342.6      5.02477e-02      7.53847e-04      4.41283e-06
   342.7      5.14427e-02      7.80572e-04      4.56444e-06
   342.8      5.60483e-02      8.43393e-04      4.79858e-06
   342.9      6.24044e-02      9.30506e-04      5.26045e-06
   343.0      6.66808e-02      9.50986e-04      5.40776e-06
   343.1      7.03523e-02      9.21093e-04      5.49067e-06
   343.2      7.34747e-02      8.52890e-04      5.34678e-06
   343.3      7.42604e-02      7.99523e-04      5.24559e-06
   343.4      7.25354e-02      7.46208e-04      4.86006e-06
   343.5      7.08156e-02      7.14949e-04      4.59617e-06
   343.6      7.07604e-02      6.86594e-04      4.30552e-06
   343.7      7.35027e-02      6.49411e-04      4.13320e-06
   343.8      8.35840e-02      5.65680e-04      4.04332e-06
   343.9      1.02946e-01      4.33900e-04      4.01672e-06
   344.0      1.20965e-01      3.23280e-04      4.01773e-06
   344.1      1.25990e-01      2.66671e-04      3.55981e-06
   344.2      1.21632e-01      2.77097e-04      3.20814e-06
   344.3      1.12966e-01      2.80637e-04      2.61271e-06
   344.4      1.03249e-01      3.08162e-04      2.42228e-06
   344.5      9.38425e-02      3.52481e-04      2.48803e-06
   344.6      8.53128e-02      3.79209e-04      2.38799e-06
   344.7      7.71226e-02      4.05593e-04      2.55648e-06
   344.8      7.07479e-02      4.41105e-04      2.73180e-06
   344.9      6.57591e-02      4.74150e-04      2.82270e-06
   345.0      6.10429e-02      5.02811e-04      2.98245e-06
   345.1      5.64406e-02      5.17282e-04      3.08590e-06
   345.2      5.25839e-02      5.17531e-04      3.04718e-06
   345.3      5.01866e-02      5.24976e-04      2.99863e-06
   345.4      4.87116e-02      5.43348e-04      3.07179e-06
   345.5      4.85826e-02      5.81441e-04      3.26195e-06
   345.6      5.04801e-02      6.46901e-04      3.56995e-06
   345.7      5.30806e-02      7.24556e-04      3.97005e-06
   345.8      5.33919e-02      7.61976e-04      4.18775e-06
   345.9      5.13455e-02      7.59317e-04      4.24400e-06
   346.0      4.79575e-02      7.30781e-04      4.16783e-06
   346.1      4.45091e-02      6.98106e-04      4.08310e-06
   346.2      4.16441e-02      6.70047e-04      4.01715e-06
   346.3      3.98545e-02      6.53761e-04      3.98618e-06
   346.4      3.90132e-02      6.46757e-04      3.97516e-06
   346.5      3.81566e-02      6.33945e-04      3.92469e-06
   346.6      3.67783e-02      6.09822e-04      3.82837e-06
   346.7      3.51262e-02      5.77520e-04      3.68443e-06
   346.8      3.37077e-02      5.43476e-04      3.54443e-06
   346.9      3.28840e-02      5.04150e-04      3.37492e-06
   347.0      3.36937e-02      4.62374e-04      3.24967e-06
   347.1      3.76233e-02      4.10295e-04      3.15847e-06
   347.2      4.35007e-02      3.52960e-04      3.09842e-06
   347.3      4.65922e-02      3.13398e-04      2.95767e-06
   347.4      4.61114e-02      3.02013e-04      2.78528e-06
   347.5      4.37348e-02      3.03805e-04      2.63086e-06
   347.6      4.06582e-02      3.05742e-04      2.49328e-06
   347.7      3.74122e-02      3.05695e-04      2.36885e-06
   347.8      3.42317e-02      3.04125e-04      2.26689e-06
   347.9      3.12929e-02      3.02186e-04      2.20176e-06
   348.0      2.87099e-02      3.02219e-04      2.17315e-06
   348.1      2.65500e-02      3.05712e-04      2.18889e-06
   348.2      2.45786e-02      3.05267e-04      2.18632e-06
   348.3      2.28586e-02      3.02048e-04      2.15710e-06
   348.4      2.14919e-02      3.01641e-04      2.15491e-06
   348.5      2.08315e-02      3.07280e-04      2.16575e-06
   348.6      2.08671e-02      3.22219e-04      2.22563e-06
   348.7      2.12052e-02      3.41956e-04      2.32907e-06
   348.8      2.10981e-02      3.53989e-04      2.40224e-06
   348.9      2.04393e-02      3.56793e-04      2.44385e-06
   349.0      1.95284e-02      3.52191e-04      2.44022e-06
   349.1      1.86551e-02      3.44354e-04      2.40288e-06
   349.2      1.82271e-02      3.42067e-04      2.38665e-06
   349.3      1.90468e-02      3.57200e-04      2.43521e-06
   349.4      2.18298e-02      4.01998e-04      2.61641e-06
   349.5      2.51908e-02      4.57282e-04      2.85046e-06
   349.6      2.67319e-02      4.87533e-04      3.00830e-06
   349.7      2.63479e-02      4.84193e-04      2.99543e-06
   349.8      2.51000e-02      4.67643e-04      2.94563e-06
   349.9      2.35797e-02      4.43912e-04      2.85113e-06
   350.0      2.22472e-02      4.21913e-04      2.76499e-06
   350.1      2.15690e-02      4.07973e-04      2.69988e-06
   350.2      2.15915e-02      4.05104e-04      2.68987e-06
   350.3      2.15767e-02      3.99633e-04      2.65078e-06
   350.4      2.10311e-02      3.84319e-04      2.57258e-06
   350.5      2.02120e-02      3.63816e-04      2.49065e-06
   350.6      1.94156e-02      3.41430e-04      2.39309e-06
   350.7      1.86920e-02      3.21276e-04      2.31904e-06
   350.8      1.80640e-02      3.01998e-04      2.23117e-06
   350.9      1.76316e-02      2.84365e-04      2.15085e-06
   351.0      1.75987e-02      2.67323e-04      2.08210e-06
   351.1      1.86511e-02      2.52324e-04      2.05280e-06
   351.2      2.16147e-02      2.31493e-04      2.06145e-06
   351.3      2.74621e-02      2.00603e-04      2.11690e-06
   351.4      3.36017e-02      1.70856e-04      2.17592e-06
   351.5      3.67021e-02      1.60263e-04      2.14767e-06
   351.6      3.66741e-02      1.66888e-04      2.05818e-06
   351.7      3.51013e-02      1.79130e-04      1.96880e-06
   351.8      3.28462e-02      1.89420e-04      1.87295e-06
   351.9      3.03160e-02      1.96715e-04      1.78281e-06
   352.0      2.78312e-02      2.03118e-04      1.72420e-06
   352.1      2.55263e-02      2.09158e-04      1.68942e-06
   352.2      2.36320e-02      2.16053e-04      1.67895e-06
   352.3      2.22746e-02      2.25196e-04      1.67561e-06
   352.4      2.17240e-02      2.41050e-04      1.71181e-06
   352.5      2.20205e-02      2.65492e-04      1.78521e-06
   352.6      2.25701e-02      2.91522e-04      1.86856e-06
   352.7      2.23898e-02      3.05490e-04      1.91608e-06
   352.8      2.13640e-02      3.04751e-04      1.90537e-06
   352.9      1.98833e-02      2.94325e-04      1.85008e-06
   353.0      1.83374e-02      2.81137e-04      1.79187e-06
   353.1      1.69090e-02      2.68303e-04      1.73545e-06
   353.2      1.58160e-02      2.59203e-04      1.69398e-06
   353.3      1.51950e-02      2.56285e-04      1.68334e-06
   353.4      1.47358e-02      2.55070e-04      1.68267e-06
   353.5      1.40399e-02      2.49129e-04      1.65859e-06
   353.6      1.31248e-02      2.38266e-04      1.60557e-06
   353.7      1.21652e-02      2.25995e-04      1.55274e-06
   353.8      1.12228e-02      2.13099e-04      1.49228e-06
   353.9      1.03607e-02      2.01091e-04      1.44053e-06
   354.0      9.57977e-03      1.89011e-04      1.38362e-06
   354.1      8.93742e-03      1.78580e-04      1.33456e-06
   354.2      8.40978e-03      1.69773e-04      1.29660e-06
   354.3      8.04646e-03      1.63331e-04      1.27575e-06
   354.4      7.83550e-03      1.59514e-04      1.27914e-06
   354.5      7.69750e-03      1.54984e-04      1.26867e-06
   354.6      7.57745e-03      1.48221e-04      1.24134e-06
   354.7      7.56575e-03      1.40512e-04      1.21458e-06
   354.8      7.78161e-03      1.32303e-04      1.18416e-06
   354.9      8.18309e-03      1.25184e-04      1.16623e-06
   355.0      8.58226e-03      1.21459e-04      1.16554e-06
   355.1      8.80310e-03      1.21365e-04      1.16543e-06
   355.2      8.82778e-03      1.25159e-04      1.18878e-06
   355.3      8.66274e-03      1.29168e-04      1.20769e-06
   355.4      8.30208e-03      1.29748e-04      1.19719e-06
   355.5      7.82869e-03      1.26416e-04      1.14738e-06
   355.6      7.35945e-03      1.23096e-04      1.10287e-06
   355.7      6.96052e-03      1.21119e-04      1.07271e-06
   355.8      6.78747e-03      1.22747e-04      1.06690e-06
   355.9      6.82162e-03      1.28245e-04      1.08918e-06
   356.0      6.81668e-03      1.32539e-04      1.10594e-06
   356.1      6.63445e-03      1.32549e-04      1.09613e-06
   356.2      6.35516e-03      1.30053e-04      1.07398e-06
   356.3      6.10355e-03      1.27243e-04      1.04728e-06
   356.4      5.97213e-03      1.26047e-04      1.02760e-06
   356.5      6.16044e-03      1.30051e-04      1.03917e-06
   356.6      7.06600e-03      1.44511e-04      1.09168e-06
   356.7      8.66727e-03      1.69597e-04      1.18895e-06
   356.8      9.94120e-03      1.91136e-04      1.28132e-06
   356.9      1.02959e-02      1.98544e-04      1.31534e-06
   357.0      1.00253e-02      1.96619e-04      1.31348e-06
   357.1      9.50759e-03      1.91338e-04      1.30471e-06
   357.2      8.94577e-03      1.84885e-04      1.28806e-06
   357.3      8.49380e-03      1.79104e-04      1.26688e-06
   357.4      8.36578e-03      1.78080e-04      1.26531e-06
   357.5      8.49231e-03      1.81118e-04      1.28205e-06
   357.6      8.47209e-03      1.81377e-04      1.28551e-06
   357.7      8.14941e-03      1.76224e-04      1.25938e-06
   357.8      7.68450e-03      1.69491e-04      1.23237e-06
   357.9      7.22542e-03      1.63490e-04      1.21729e-06
   358.0      6.84392e-03      1.58493e-04      1.20365e-06
   358.1      6.53329e-03      1.55731e-04      1.21063e-06
   358.2      6.26353e-03      1.53909e-04      1.22577e-06
   358.3      6.01375e-03      1.50714e-04      1.22183e-06
   358.4      5.71259e-03      1.45961e-04      1.20843e-06
   358.5      5.36896e-03      1.37895e-04      1.15832e-06
   358.6      5.05093e-03      1.29479e-04      1.10537e-06
   358.7      4.80902e-03      1.22397e-04      1.06400e-06
   358.8      4.67811e-03      1.16979e-04      1.03946e-06
   358.9      4.69547e-03      1.14313e-04      1.03128e-06
   359.0      4.80320e-03      1.12180e-04      1.02863e-06
   359.1      4.94924e-03      1.08000e-04      1.01590e-06
   359.2      5.27662e-03      1.01622e-04      9.92940e-07
   359.3      5.95397e-03      9.33223e-05      9.67948e-07
   359.4      6.83284e-03      8.46797e-05      9.46626e-07
   359.5      7.49183e-03      7.81839e-05      9.21214e-07
   359.6      7.69517e-03      7.44674e-05      8.85029e-07
   359.7      7.55315e-03      7.28434e-05      8.49225e-07
   359.8      7.23073e-03      7.19799e-05      8.09206e-07
   359.9      6.88526e-03      7.21815e-05      7.74737e-07
   360.0      6.62052e-03      7.43760e-05      7.53969e-07
   360.1      6.58594e-03      8.08499e-05      7.66560e-07
   360.2      6.78894e-03      8.90840e-05      7.76944e-07
   360.3      6.86875e-03      9.56256e-05      7.90372e-07
   360.4      6.66686e-03      9.72759e-05      7.85109e-07
   360.5      6.29079e-03      9.62441e-05      7.72934e-07
   360.6      5.85715e-03      9.35161e-05      7.53127e-07
   360.7      5.42650e-03      9.00930e-05      7.31043e-07
   360.8      5.05583e-03      8.74034e-05      7.14117e-07
   360.9      4.80139e-03      8.61700e-05      7.06466e-07
   361.0      4.65512e-03      8.62010e-05      7.05288e-07
   361.1      4.51020e-03      8.57071e-05      6.99018e-07
   361.2      4.28757e-03      8.42410e-05      6.96520e-07
   361.3      4.03814e-03      8.26267e-05      6.96928e-07
   361.4      3.80334e-03      8.02271e-05      6.85285e-07
   361.5      3.56483e-03      7.85042e-05      6.82712e-07
   361.6      3.32504e-03      7.53640e-05      6.64749e-07
   361.7      3.08553e-03      7.20125e-05      6.47380e-07
   361.8      2.86944e-03      6.84662e-05      6.23662e-07
   361.9      2.67669e-03      6.57633e-05      6.10233e-07
   362.0      2.52138e-03      6.37085e-05      6.02268e-07
   362.1      2.42707e-03      6.27011e-05      5.96345e-07
   362.2      2.39368e-03      6.39234e-05      6.12479e-07
   362.3      2.40265e-03      6.69493e-05      6.48960e-07
   362.4      2.40796e-03      6.84751e-05      6.65220e-07
   362.5      2.35229e-03      6.75958e-05      6.58421e-07
   362.6      2.24587e-03      6.55482e-05      6.44486e-07
   362.7      2.13910e-03      6.28477e-05      6.22834e-07
   362.8      2.04499e-03      6.06953e-05      6.08024e-07
   362.9      1.98590e-03      5.97189e-05      6.03281e-07
   363.0      1.97965e-03      6.02707e-05      6.11385e-07
   363.1      1.98598e-03      6.05344e-05      6.16259e-07
   363.2      1.97128e-03      5.92366e-05      6.02785e-07
   363.3      1.92289e-03      5.80214e-05      6.00023e-07
   363.4      1.88328e-03      5.56898e-05      5.81306e-07
   363.5      1.84429e-03      5.32556e-05      5.63336e-07
   363.6      1.80770e-03      5.09815e-05      5.44073e-07
   363.7      1.75809e-03      4.93419e-05      5.30548e-07
   363.8      1.73294e-03      4.73185e-05      5.03884e-07
   363.9      1.70153e-03      4.67104e-05      4.96442e-07
   364.0      1.66475e-03      4.67723e-05      4.98946e-07
   364.1      1.64378e-03      4.61715e-05      4.89655e-07
   364.2      1.63119e-03      4.57778e-05      4.80840e-07
   364.3      1.64685e-03      4.57829e-05      4.73227e-07
   364.4      1.71013e-03      4.67607e-05      4.74467e-07
   364.5      1.87983e-03      4.99181e-05      4.91311e-07
   364.6      2.26343e-03      5.67340e-05      5.27092e-07
   364.7      2.80677e-03      6.55368e-05      5.63383e-07
   364.8      3.19600e-03      7.25592e-05      5.99094e-07
   364.9      3.30997e-03      7.53087e-05      6.17562e-07
   365.0      3.25961e-03      7.48485e-05      6.14086e-07
   365.1      3.11913e-03      7.30476e-05      6.06675e-07
   365.2      2.96174e-03      7.07435e-05      5.96044e-07
   365.3      2.84634e-03      6.85244e-05      5.80671e-07
   365.4      2.83067e-03      6.85517e-05      5.80808e-07
   365.5      2.92574e-03      7.15031e-05      6.04930e-07
   365.6      3.04556e-03      7.50891e-05      6.33202e-07
   365.7      3.09016e-03      7.71191e-05      6.51430e-07
   365.8      3.02162e-03      7.68366e-05      6.54514e-07
   365.9      2.87005e-03      7.46070e-05      6.44983e-07
   366.0      2.69452e-03      7.14243e-05      6.29293e-07
   366.1      2.52066e-03      6.80525e-05      6.08329e-07
   366.2      2.35305e-03      6.53568e-05      5.96136e-07
   366.3      2.21545e-03      6.33409e-05      5.88831e-07
   366.4      2.12633e-03      6.14096e-05      5.74689e-07
   366.5      2.02898e-03      6.01577e-05      5.72374e-07
   366.6      1.91907e-03      5.84217e-05      5.66761e-07
   366.7      1.81402e-03      5.63638e-05      5.56589e-07
   366.8      1.70107e-03      5.38788e-05      5.41996e-07
   366.9      1.59377e-03      5.16868e-05      5.28879e-07
   367.0      1.49488e-03      4.91764e-05      5.10041e-07
   367.1      1.40662e-03      4.69257e-05      4.95015e-07
   367.2      1.33147e-03      4.50025e-05      4.82447e-07
   367.3      1.26590e-03      4.29974e-05      4.67564e-07
   367.4      1.20754e-03      4.10947e-05      4.52444e-07
   367.5      1.15725e-03      3.95493e-05      4.40143e-07
   367.6      1.11402e-03      3.82683e-05      4.32987e-07
   367.7      1.07861e-03      3.71949e-05      4.27863e-07
   367.8      1.05727e-03      3.63494e-05      4.21241e-07
   367.9      1.05024e-03      3.53645e-05      4.13246e-07
   368.0      1.06052e-03      3.47774e-05      4.11218e-07
   368.1      1.09362e-03      3.40175e-05      4.04615e-07
   368.2      1.13116e-03      3.36322e-05      4.06527e-07
   368.3      1.20535e-03      3.37058e-05      4.13809e-07
   368.4      1.31571e-03      3.30462e-05      4.02164e-07
   368.5      1.40587e-03      3.32679e-05      4.02148e-07
   368.6      1.45682e-03      3.47422e-05      4.19116e-07
   368.7      1.48890e-03      3.49980e-05      4.13852e-07
   368.8      1.48840e-03      3.48914e-05      4.06546e-07
   368.9      1.45804e-03      3.44808e-05      3.98005e-07
   369.0      1.41135e-03      3.36390e-05      3.86101e-07
   369.1      1.35928e-03      3.33337e-05      3.82612e-07
   369.2      1.31364e-03      3.36208e-05      3.86454e-07
   369.3      1.27744e-03      3.38931e-05      3.90345e-07
   369.4      1.24870e-03      3.37784e-05      3.86881e-07
   369.5      1.21577e-03      3.35739e-05      3.84371e-07
   369.6      1.18081e-03      3.28966e-05      3.74699e-07
   369.7      1.13847e-03      3.24862e-05      3.72657e-07
   369.8      1.09929e-03      3.24911e-05      3.75683e-07
   369.9      1.08811e-03      3.26397e-05      3.74606e-07
   370.0      1.08655e-03      3.38023e-05      3.86798e-07
   370.1      1.11954e-03      3.62744e-05      4.12238e-07
   370.2      1.16179e-03      3.79132e-05      4.25383e-07
   370.3      1.15669e-03      3.78010e-05      4.22738e-07
   370.4      1.12291e-03      3.70263e-05      4.15911e-07
   370.5      1.08039e-03      3.68409e-05      4.18837e-07
   370.6      1.04469e-03      3.61394e-05      4.13394e-07
   370.7      1.02687e-03      3.54219e-05      4.04538e-07
   370.8      1.02440e-03      3.59936e-05      4.12464e-07
   370.9      1.03248e-03      3.68748e-05      4.23032e-07
   371.0      1.03136e-03      3.68042e-05      4.21425e-07
   371.1      1.00664e-03      3.57667e-05      4.11471e-07
   371.2      9.68182e-04      3.51235e-05      4.06630e-07
   371.3      9.27094e-04      3.47309e-05      4.08005e-07
   371.4      8.93915e-04      3.37007e-05      4.00869e-07
   371.5      8.58548e-04      3.30389e-05      3.95349e-07
   371.6      8.31027e-04      3.16856e-05      3.80064e-07
   371.7      7.93017e-04      3.08174e-05      3.75053e-07
   371.8      7.54579e-04      2.99624e-05      3.68719e-07
   371.9      7.32848e-04      2.91975e-05      3.62559e-07
   372.0      7.17077e-04      2.89507e-05      3.61408e-07
   372.1      7.10368e-04      2.80859e-05      3.49696e-07
   372.2      6.96786e-04      2.74077e-05      3.44127e-07
   372.3      6.80413e-04      2.70705e-05      3.42790e-07
   372.4      6.67147e-04      2.65060e-05      3.36105e-07
   372.5      6.54579e-04      2.57826e-05      3.27830e-07
   372.6      6.42960e-04      2.54693e-05      3.25794e-07
   372.7      6.31303e-04      2.53596e-05      3.26792e-07
   372.8      6.29273e-04      2.46162e-05      3.17632e-07
   372.9      6.29911e-04      2.45490e-05      3.17492e-07
   373.0      6.44411e-04      2.47005e-05      3.15861e-07
   373.1      6.77685e-04      2.55061e-05      3.22536e-07
   373.2      7.28744e-04      2.61103e-05      3.24421e-07
   373.3      8.09860e-04      2.69128e-05      3.22785e-07
   373.4      8.96350e-04      2.85960e-05      3.32008e-07
   373.5      9.70856e-04      2.98233e-05      3.38206e-07
   373.6      1.00548e-03      3.00354e-05      3.35844e-07
   373.7      1.02621e-03      2.96863e-05      3.27314e-07
   373.8      1.02495e-03      3.06402e-05      3.40185e-07
   373.9      1.02368e-03      3.17277e-05      3.54970e-07
   374.0      1.03220e-03      3.24742e-05      3.64495e-07
   374.1      1.04748e-03      3.26017e-05      3.62667e-07
   374.2      1.06321e-03      3.23711e-05      3.56066e-07
   374.3      1.07026e-03      3.25673e-05      3.60044e-07
   374.4      1.07078e-03      3.22933e-05      3.57450e-07
   374.5      1.05350e-03      3.20213e-05      3.57157e-07
   374.6      1.03829e-03      3.17999e-05      3.57690e-07
